+------+--------+----------------------------+-----------+----------------+
| NO.  |  Code  |            Name            |    Area   | Green Coverage |
| 6641 | 252493 |          坤元中心          |   16620   |      30%       |
| 6642 | 191784 |        西港发展中心        |   90543   |      26%       |
| 6643 | 132504 |           博览城           |     --    |       --       |
| 6644 | 50380  |         锦尚唐宁郡         |   45385   |      70%       |
| 6645 | 142177 |           鹭栖湖           |     --    |      42%       |
| 6646 | 224280 |         得力名望府         |   81800   |      30%       |
| 6647 | 261735 |        星桥锦绣嘉苑        |   17804   |      45%       |
| 6648 | 288333 |          江南佳苑          |     --    |       --       |
| 6649 | 60704  |      地质环境研究大楼      |     --    |       --       |
| 6657 | 106372 |         前横弄小区         |     --    |      26%       |
| 6658 | 276102 |          西溪9号           |     --    |      30%       |
| 6659 | 61222  |          水沟沿路          |     --    |       --       |
| 6660 | 39794  |      城隍牌楼巷方井弄      |     --    |       --       |
| 6661 | 184756 |         马塍路18号         |     --    |       --       |
| 6662 | 62684  |         察院前39号         |     --    |       --       |
| 6663 | 161044 |         特讯科技园         |     --    |       --       |
| 6664 | 225483 |         万科桂语里         |     --    |      30%       |
| 6665 | 141353 |          华源天盛          |   11925   |      25%       |
| 6666 | 261088 |          红垦小区          |     --    |       --       |
| 6667 | 60539  |           百盛苑           |     --    |      30%       |
| 6668 | 194321 |          北山大院          |     --    |       --       |
| 6669 | 44912  |          洪福桥弄          |    1000   |      30%       |
| 6670 | 244386 |           文澜苑           |     --    |      10%       |
| 6671 | 60569  |          龙发花园          |     --    |       --       |
| 6672 | 44526  |        清江路122号         |     --    |       --       |
| 6673 | 200167 |          江湾绿苑          |     --    |      30%       |
| 6674 | 61097  |       新传媒产业大厦       |     --    |       --       |
| 6675 | 112315 |     万佳居生活装饰广场     |     --    |      10%       |
| 6683 | 61097  |       新传媒产业大厦       |     --    |       --       |
| 6684 | 112315 |     万佳居生活装饰广场     |     --    |      10%       |
| 6685 | 206629 |        之江发展大厦        |   9948.9  |      25%       |
| 6686 | 219103 |       翡翠城月光院子       |   933338  |      4.0       |
| 6687 | 38125  |           余家弄           |     --    |      18%       |
| 6688 | 30875  |           碧桂苑           |     --    |      30%       |
| 6689 | 114984 |        临安百合公寓        |     --    |      30%       |
| 6690 | 261793 |          笕东嘉苑          |     --    |       --       |
| 6691 | 42088  |         杭州蚕种场         |     --    |       --       |
| 6692 | 46585  |           星桥路           |     --    |       --       |
| 6693 | 35846  |           教工楼           |     --    |       --       |
| 6694 | 204328 |        滨江西溪之星        |     --    |      30%       |
| 6695 | 210794 |          三塘公寓          |   21180   |      30%       |
| 6696 | 94859  |         和达可乐窝         |     --    |       --       |
| 6697 | 191255 |       建国中路213号        |     --    |       --       |
| 6698 | 112966 |          萧然南路          |     --    |      30%       |
| 6699 | 192194 |         城河下小区         |     --    |      10%       |
| 6700 | 151158 |         汉嘉申花郡         |   24952   |      30%       |
| 6701 | 248113 |            杭宸            |     --    |      30%       |
| 6709 | 106632 |          工联大厦          |     --    |       --       |
| 6710 | 133100 |           华光路           |     --    |       --       |
| 6711 | 30326  |          西湘公寓          |     --    |      30%       |
| 6712 | 70921  |          东方家苑          |     --    |       --       |
| 6713 | 117236 |           张官弄           |     --    |      15%       |
| 6714 | 187563 |          竹海流霞          |     --    |      35%       |
| 6715 | 200769 |          菜鸟公寓          |     --    |       --       |
| 6716 | 203234 |      新杭派休闲服装城      |     --    |       --       |
| 6717 | 248113 |            杭宸            |     --    |      30%       |
| 6718 | 34795  |           东大街           |     --    |       --       |
| 6719 | 194855 |         油车弄小区         |     --    |      25%       |
| 6720 | 151436 |           印象城           |     --    |       --       |
| 6721 | 175489 |         复地爱伦坡         |     --    |     30.46%     |
| 6722 | 123358 |         郡原公元里         |   37314   |      25%       |
| 6723 | 50487  |          东湖中路          |     --    |       --       |
| 6724 | 54575  |         金沙苑小区         |   10000   |      10%       |
| 6725 | 250019 |          西湖美庐          |     --    |       --       |
| 6726 | 269840 |        宋都丽郡国际        |     --    |      30%       |
| 6727 | 204339 |        绿城桃李春风        |   610000  |      36%       |
| 6735 | 84450  |           韩家弄           |     --    |      10%       |
| 6736 | 192699 |          升佳大厦          |     --    |       --       |
| 6737 | 211420 |          竹径云山          |     --    |     34.19%     |
| 6738 | 98687  |      汇峰国际商务中心      |   21911   |      25%       |
| 6739 | 173252 |        雨润星雨华府        |     --    |      30%       |
| 6740 | 192007 |      三墩颐景园荷风苑      |     --    |       --       |
| 6741 | 193824 |        体育场路57号        |     --    |       --       |
| 6742 | 204088 |        富春硅谷鹿城        |     --    |       --       |
| 6743 | 214352 |       西溪山庄鸣翠苑       |     --    |      40%       |
| 6744 | 234517 |          赵家花苑          |     --    |       --       |
| 6745 | 239236 |      绿城西子.郁景香       |     --    |       --       |
| 6746 | 152150 |       体育场路301号        |     --    |       --       |
| 6747 | 240852 |      小河直街历史街区      |     --    |       --       |
| 6748 | 195262 |         华星路12号         |     --    |       --       |
| 6749 | 185698 |        庆春东路62号        |     --    |      20%       |
| 6750 | 258858 |    绿城九龙仓·柳岸晓风     |   38605   |      20%       |
| 6751 | 100580 |        华成天地泊庄        |   114450  |     36.8%      |
| 6752 | 115005 |          富汇豪庭          |     --    |      30%       |
| 6753 | 115034 |        浙江杭海国际        |     --    |       --       |
| 6761 | 34806  |          大桥北路          |     --    |       --       |
| 6762 | 46665  |         百丈石竹园         |     --    |       --       |
| 6763 | 211271 |          天阳D32           |     --    |       --       |
| 6764 | 268368 |           状元府           |     --    |      40%       |
| 6765 | 190128 |         华润万象汇         |     --    |      15%       |
| 6766 | 224878 |          天瑞国际          |     --    |       --       |
| 6767 | 53894  |       北郡.中央公馆        |   20000   |     25.6%      |
| 6768 | 195324 |         文三路57号         |     --    |       --       |
| 6769 | 157631 | 万科良渚文化村探梅里臻藏版 |     --    |      30%       |
| 6770 | 190787 |        嘉绿景苑南园        |     --    |       3%       |
| 6771 | 238592 |         上实海上海         |     --    |      30%       |
| 6772 | 61154  |            林峰            |     --    |       --       |
| 6773 | 52037  |        爱丽酒店公寓        |     --    |       --       |
| 6774 | 158649 |          钱盛公寓          |    6944   |      30%       |
| 6775 | 240046 |         曙光路97号         |     --    |       --       |
| 6776 | 111725 |          兴惠家园          |     --    |      10%       |
| 6777 | 147757 |          幸福物语          |     --    |      40%       |
| 6778 | 183144 |          田园春晓          |   126200  |      48%       |
| 6779 | 201508 |       长城178文创园        |     --    |       --       |
| 6787 | 30386  |         锦城新天地         |     --    |      28%       |
| 6788 | 101241 |          英冠天地          |     --    |       --       |
| 6789 | 118914 |        城市发展大厦        |     --    |       --       |
| 6790 | 263176 |     广厦天都城天熙公馆     |     --    |     31.66%     |
| 6791 | 61224  |        良渚镇良渚路        |     --    |       --       |
| 6792 | 71146  |          滨江时代          |   93779   |      30%       |
| 6793 | 141093 |     东大门商品交易中心     |     --    |       --       |
| 6794 | 54556  |           宗坛巷           |     --    |      12%       |
| 6795 | 122776 |          迎宾广场          |     --    |       --       |
| 6796 | 201992 |       竹海水韵芦花洲       |     --    |      42%       |
| 6797 | 118575 |          市心广场          |     --    |       --       |
| 6798 | 47538  |         清江路92号         |     --    |       --       |
| 6799 | 159674 |    良渚文化村探梅里二期    |     --    |       --       |
| 6800 | 189955 |        华联星光时代        |     --    |      15%       |
| 6801 | 195361 |          恒晟锦园          |     --    |      30%       |
| 6802 | 209399 |       秀月家园桂月苑       |     --    |      25%       |
| 6803 | 263572 |          万科溪望          |     --    |      30%       |
| 6804 | 267588 |        龙湖春江天玺        |     --    |       --       |
| 6805 | 60277  |        站前商贸广场        |     --    |       --       |
| 6813 | 263572 |          万科溪望          |     --    |      30%       |
| 6814 | 267588 |        龙湖春江天玺        |     --    |       --       |
| 6815 | 60277  |        站前商贸广场        |     --    |       --       |
| 6816 | 34799  |           凤溪路           |     --    |       --       |
| 6817 | 176165 |           三义苑           |     --    |      35%       |
| 6818 | 195365 |          鹿山锦苑          |     --    |       --       |
| 6819 | 248765 |         新都会1958         |   24477   |      30%       |
| 6820 | 38657  |           吴王村           |     --    |       --       |
| 6821 | 114891 |       亿龙君合商务楼       |     --    |      25%       |
| 6822 | 258830 |         马也·美上          |     --    |       --       |
| 6823 | 199998 |        翠苑四区南园        |     --    |       --       |
| 6824 | 218701 |         五金大世界         |     --    |       --       |
| 6825 | 125441 |         浙大科技园         |     --    |       --       |
| 6826 | 153847 |          天晖铭园          |     --    |      20%       |
| 6827 | 204152 |        桂花城云桂苑        |     --    |      68%       |
| 6828 | 212874 |           心怡苑           |     --    |      10%       |
| 6829 | 209300 |         绿园红松苑         |   144342  |      30%       |
| 6830 | 213756 |          水韵金沙          |     --    |       --       |
| 6831 | 251761 |        留下油田小区        |     --    |      10%       |
| 6839 | 221096 |         闻皇庙社区         |     --    |       --       |
| 6840 | 62394  |          同德公寓          |   46562   |      30%       |
| 6841 | 101581 |       莫干山观云庄园       |     --    |      40%       |
| 6842 | 187133 |      万向美之园北榆苑      |     --    |      40%       |
| 6843 | 211093 |         未来城二期         |     --    |      30%       |
| 6844 | 100618 |          博地中心          |     --    |      20%       |
| 6845 | 161897 |      广厦天都城欢西苑      |     --    |      35%       |
| 6846 | 185925 |          采荷小区          |     --    |      21%       |
| 6847 | 244321 |       水韵康桥康盛苑       |     --    |       --       |
| 6848 | 98832  |      象山国际广场二期      |   17486   |      20%       |
| 6849 | 100459 |        绿都嘉华公馆        |     --    |     25.7%      |
| 6850 | 185242 |          机施宿舍          |     --    |       --       |
| 6851 | 190565 |       华星现代产业园       |     --    |       --       |
| 6852 | 213756 |          水韵金沙          |     --    |       --       |
| 6853 | 239506 |       体育场路134号        |     --    |       --       |
| 6854 | 144966 |    杭州东部国际商务中心    |     --    |      25%       |
| 6855 | 200118 |          创意大厦          |     --    |     20.5%      |
| 6856 | 30360  |          水岸明珠          |     --    |      25%       |
| 6857 | 47373  |           山二村           |     --    |       --       |
| 6865 | 205983 |         马塍路2号          |     --    |       --       |
| 6866 | 60735  |           明园路           |     --    |       --       |
| 6867 | 233760 |        体育场路53号        |     --    |       --       |
| 6868 | 231755 |           锦云坊           |     --    |     34.19%     |
| 6869 | 258604 |          万众名府          |   491633  |      30%       |
| 6870 | 115213 |  万科良渚文化村柳映坊二期  |   120000  |     31.36%     |
| 6871 | 53756  |          旭锋小区          |     --    |      25%       |
| 6872 | 102684 |          城河公寓          |     --    |      30%       |
| 6873 | 60745  |         丝织厂宿舍         |     --    |       --       |
| 6874 | 115981 |           杨家弄           |     --    |       --       |
| 6875 | 46483  |      邱山大街（散盘）      |     --    |       --       |
| 6876 | 185486 |       创新创业新天地       |     --    |     20.00%     |
| 6877 | 190892 |           洪福里           |     --    |       --       |
| 6878 | 49917  |          梦秀公寓          |     --    |      30%       |
| 6879 | 247570 |        碧桂园西江月        |     --    |      30%       |
| 6880 | 261960 |        万亚印象首尔        |     --    |       --       |
| 6881 | 190864 |        密渡桥路小区        |     --    |      30%       |
| 6882 | 34468  |         丝织弄小区         |     --    |      46%       |
| 6883 | 272711 |        曙光路139号         |     --    |       --       |
| 6891 | 61220  |          万达中路          |     --    |       --       |
| 6892 | 108524 |     雷恩国际科技创新园     |     --    |     15.1%      |
| 6893 | 160653 |          水岸嘉园          |   19000   |      30%       |
| 6894 | 204540 |         宋都橄榄墅         |   150000  |      30%       |
| 6895 | 238864 |          南欣公寓          |     --    |      28%       |
| 6896 | 244834 |          凤惠家园          |     --    |      25%       |
| 6897 | 84906  |           百尺楼           |     --    |       --       |
| 6898 | 192688 |       竹海水韵咏竹园       |     --    |     30.00%     |
| 6899 | 187939 |        金龙财富中心        |     --    |       --       |
| 6900 | 235248 |        中都水岸风华        |     --    |       --       |
| 6901 | 23866  |          华临山庄          |     --    |      30%       |
| 6902 | 186721 |       莫干山路599号        |     --    |       --       |
| 6903 | 292676 |          西田公馆          |     --    |       --       |
| 6904 | 70742  |          上灰团巷          |     --    |      10%       |
| 6905 | 192296 |         鉴衡里小区         |     --    |      10%       |
| 6906 | 198603 |     孔乐长青文化创意园     |     --    |       --       |
| 6907 | 242258 |          大同公寓          |     --    |       --       |
| 6908 | 274536 |        钱塘白石嘉苑        |     --    |       --       |
| 6909 | 60493  |         高技街46号         |     --    |       --       |
| 6917 | 101578 |          六合浅山          |     --    |      35%       |
| 6918 | 105294 |          钱啤小区          |   82000   |      30%       |
| 6919 | 108492 |          杨梅岭村          |     --    |       --       |
| 6920 | 142156 |          心怡花园          |     --    |      30%       |
| 6921 | 143652 |       德信无线科技园       |  46888.00 |       --       |
| 6922 | 25999  |           宏景苑           |     --    |      30%       |
| 6923 | 102765 |        北干华达小区        |     --    |      35%       |
| 6924 | 161866 |      天目山云之湾公寓      |     --    |       --       |
| 6925 | 61713  |         天目景轩阁         |     --    |      35%       |
| 6926 | 101160 |          采荷支路          |     --    |      15%       |
| 6927 | 193158 |      loft49创意产业园      |     --    |       --       |
| 6928 | 251950 |          滨江公寓          |     --    |      10%       |
| 6929 | 276432 |          中新大厦          |     --    |       --       |
| 6930 | 100455 |        大象国际中心        |     --    |      20%       |
| 6931 | 143634 |           金沙苑           |   10000   |      10%       |
| 6932 | 213501 |          东日晴好          |   22128   |      30%       |
| 6933 | 125133 |    莫干山观云高尔夫庄园    |     --    |      40%       |
| 6934 | 212462 |          荣盛小区          |     --    |      20%       |
| 6935 | 234245 |          杨绫子巷          |     --    |      10%       |
| 6943 | 125133 |    莫干山观云高尔夫庄园    |     --    |      40%       |
| 6944 | 143634 |           金沙苑           |   10000   |      10%       |
| 6945 | 212462 |          荣盛小区          |     --    |      20%       |
| 6946 | 234245 |          杨绫子巷          |     --    |      10%       |
| 6947 | 280649 |        天地墅园首府        |   110000  |     36.70%     |
| 6948 | 48463  |          紫星公寓          |    4000   |      30%       |
| 6949 | 169039 |          云和雅园          |     --    |      30%       |
| 6950 | 208562 |         紫桂初阳苑         |     --    |      35%       |
| 6951 | 190648 |        临平史家埭路        |     --    |       --       |
| 6952 | 124920 |          潮闻天下          |     --    |      30%       |
| 6953 | 197130 |         招商雍景湾         |   41641   |      30%       |
| 6954 | 114900 |          中润中心          |   87676   |      15%       |
| 6955 | 185259 |          海潮社区          |     --    |      30%       |
| 6956 | 76307  |          锦峰公寓          |     --    |      20%       |
| 6957 | 230488 |         新世纪公寓         |     --    |      25%       |
| 6958 | 30359  |          百盛春天          |     --    |      30%       |
| 6959 | 199438 |        天福财智大厦        |     --    |      25%       |
| 6960 | 192409 |         新大地小区         |     --    |      34%       |
| 6961 | 228376 |        南苑教工宿舍        |     --    |      10%       |
| 6969 | 64756  |          祥富公寓          |     --    |       --       |
| 6970 | 101703 |        瓶窑桥南新村        |     --    |      10%       |
| 6971 | 115064 |       保亿丽景山和院       |     --    |      30%       |
| 6972 | 54873  |          竹影翠庭          |   15000   |     30.5%      |
| 6973 | 191103 |          红梅社区          |     --    |       --       |
| 6974 | 194396 |         永泰丰广场         |     --    |       --       |
| 6975 | 211097 |    奥克斯未来科技城CBD     |   47670   |      10%       |
| 6976 | 60359  |          临东小区          |     --    |      30%       |
| 6977 | 115025 |        富亿NEO中心         |   14718   |     0.25%      |
| 6978 | 169039 |          云和雅园          |     --    |      30%       |
| 6979 | 107101 |          玉墅林枫          |   146674  |      30%       |
| 6980 | 131148 |      摩尔庄园·沁兰苑       |     --    |       --       |
| 6981 | 195264 |          平山新村          |     --    |       --       |
| 6982 | 61109  |        德珠商务中心        |   12658   |     20.95%     |
| 6983 | 204178 |          碧苑小区          |    4560   |      30%       |
| 6984 | 225894 |          庆春银泰          |     --    |       --       |
| 6985 | 26078  |        上塘路788号         |     --    |       --       |
| 6986 | 146352 |         富春新天地         |     --    |     0.01%      |
| 6987 | 228327 |         中童巴比尼         |     --    |      25%       |
| 6995 | 131148 |      摩尔庄园·沁兰苑       |     --    |       --       |
| 6996 | 204178 |          碧苑小区          |    4560   |      30%       |
| 6997 | 246035 |         永旺梦乐城         |     --    |       --       |
| 6998 | 26078  |        上塘路788号         |     --    |       --       |
| 6999 | 225894 |          庆春银泰          |     --    |       --       |
| 7000 | 146352 |         富春新天地         |     --    |     0.01%      |
| 7001 | 99522  |         和达时代山         |    8896   |      25%       |
| 7002 | 123711 |         大学路91号         |     --    |       --       |
| 7003 | 142497 |         联合畔上居         |   24786   |      30%       |
| 7004 | 101698 |      绿城千岛湖珍珠湾      |   61541   |      35%       |
| 7005 | 115028 |          宋都天润          |   102944  |      30%       |
| 7006 | 97841  |        永富铂晶中心        |   15000   |      30%       |
| 7007 | 165920 |           琅琴湾           |     --    |     30.5%      |
| 7008 | 106138 |         益乐路58号         |     --    |      25%       |
| 7009 | 117909 |           长坡里           |   6.15万  |      10%       |
| 7010 | 244259 |        宁围镇新华村        |    2689   |      26%       |
| 7011 | 112636 |      龙禧硅谷酒店广场      |   20178   |      30%       |
| 7012 | 116718 |          商城西村          |     --    |      30%       |
| 7013 | 175503 |        地铁东城广场        |     --    |      10%       |
| 7021 | 148189 |         小河东河下         |     --    |      10%       |
| 7022 | 175499 |        东南钱江蓝湾        |     --    |     30.13%     |
| 7023 | 175506 |        星运丽园兰逸        |     --    |      35%       |
| 7024 | 276099 |           江湾城           |     --    |      30%       |
| 7025 | 84904  |           新桥苑           |     --    |      36%       |
| 7026 | 144042 |          丰元国际          |     --    |       --       |
| 7027 | 55842  |           泊金湾           |   22200   |      40%       |
| 7028 | 173962 |          永安大厦          |     --    |       --       |
| 7029 | 231372 |         教工路93号         |     --    |       --       |
| 7030 | 47960  |      良渚大桥南良港村      |     --    |      24%       |
| 7031 | 156330 |       绿城蓝庭小日子       |     --    |      40%       |
| 7032 | 77256  |         新桥头社区         |     --    |      30%       |
| 7033 | 40818  |          上环桥村          |     --    |       --       |
| 7034 | 42574  |          物贸大楼          |     --    |       --       |
| 7035 | 58064  |         宝善桥小区         |     --    |       --       |
| 7036 | 104767 |          荣星东苑          |     --    |      30%       |
| 7037 | 116452 |      天和高科技产业园      |     --    |       --       |
| 7038 | 285430 |         三义锦唐苑         |     --    |       --       |
| 7039 | 124767 |     银泰城国际服务公寓     |     --    |      20%       |
| 7047 | 297267 |        东方水岚佳苑        |     --    |       --       |
| 7048 | 60768  |        余杭镇人和弄        |     --    |       --       |
| 7049 | 100252 |         金家桥公寓         |     --    |      30%       |
| 7050 | 129282 |      国瑞中心LOFT公寓      |     --    |      30%       |
| 7051 | 283241 |      万向美之园金棕苑      |     --    |       --       |
| 7052 | 101577 |       路易尖山商业街       |     --    |       --       |
| 7053 | 34472  |          文园公寓          |     --    |      30%       |
| 7054 | 201774 |        环城西路33号        |     --    |       --       |
| 7055 | 182272 |        小河佳苑北区        |    8000   |      35%       |
| 7056 | 205592 |        秋涛发展大厦        |     --    |       --       |
| 7057 | 73413  |         大华新天地         |   500000  |      60%       |
| 7058 | 123393 |         恒丰七彩城         |     --    |       --       |
| 7059 | 150830 |        武林时代中心        |     --    |      20%       |
| 7060 | 209296 |          吉利大厦          |     --    |       --       |
| 7061 | 115029 |         太平洋银座         |   11791   |       --       |
| 7062 | 98678  |           润西溪           |   10319   |      36%       |
| 7063 | 211871 |         长睦华天苑         |     --    |      25%       |
| 7064 | 173936 |        海蓝财富中心        |     --    |       --       |
| 7065 | 34777  |          闲富中路          |     --    |       --       |
| 7073 | 188669 |        西湖大道小区        |     --    |      30%       |
| 7074 |  1627  |          中天大厦          |   7902    |      21%       |
| 7075 | 23896  |           和睦村           |   68000   |       --       |
| 7076 | 61002  |        军督司巷70号        |     --    |       --       |
| 7077 | 247443 |       广厦天都城天澜       |     --    |     31.66%     |
| 7078 | 190955 |         天和华丰苑         |     --    |      20%       |
| 7079 | 34790  |         文星路15号         |     --    |       --       |
| 7080 | 255649 |       北大资源未名府       |     --    |      30%       |
| 7081 | 198272 |          新塘家园          |     --    |      25%       |
| 7082 | 257994 |          闻潮尚庭          |     --    |       --       |
| 7083 | 164519 |        华鼎君临天峯        |     --    |     31.6%      |
| 7084 | 301885 |        绿都嘉富广场        |     --    |       --       |
| 7085 | 198120 |          西墅绿洲          |   53000   |      30%       |
| 7086 | 34786  |         新兴路44号         |     --    |       --       |
| 7087 | 186504 |   观澜时代国际花园朗轩苑   |     --    |       --       |
| 7088 | 190972 |          百井坊巷          |     --    |      30%       |
| 7089 | 215141 |     嘉凯城中凯城市之光     |   41153   |      30%       |
| 7090 | 111618 |      杭钢冶金科技大厦      |     --    |       --       |
| 7091 | 137261 |           布店弄           |     --    |      30%       |
| 7099 | 160547 |       佳兆业君汇上品       |   36595   |      30%       |
| 7100 | 186504 |   观澜时代国际花园朗轩苑   |     --    |       --       |
| 7101 | 190972 |          百井坊巷          |     --    |      30%       |
| 7102 | 34781  |           中学弄           |     --    |       --       |
| 7103 | 34794  |         蚕种场宿舍         |     --    |       --       |
| 7104 | 111618 |      杭钢冶金科技大厦      |     --    |       --       |
| 7105 | 198138 |    金基明珠国际商务中心    |     --    |     21.1%      |
| 7106 | 137261 |           布店弄           |     --    |      30%       |
| 7107 | 185523 |          信义新村          |   12321   |      30%       |
| 7108 | 98617  |          迪凯金座          |     --    |      15%       |
| 7109 | 240038 |    浙江民营企业发展大厦    |     --    |       --       |
| 7110 | 187885 |         五福苑一苑         |     --    |      10%       |
| 7111 | 194464 |       紫金港商务大厦       |     --    |       --       |
| 7112 | 247579 |          武林九里          |     --    |      30%       |
| 7113 | 94995  |          高士坊巷          |     --    |      20%       |
| 7114 | 51942  |          锦绣山庄          |     --    |       --       |
| 7115 | 35823  |           陆家坛           |     --    |       --       |
| 7116 | 187597 |        学院路178号         |     --    |       --       |
| 7117 | 100421 |          广大逸品          |   10701   |     30.6%      |
| 7125 | 152879 |       体育场路470号        |     --    |       --       |
| 7126 | 227498 |          新城峯璟          |     --    |      30%       |
| 7127 | 194295 |         宣家埠三区         |     --    |       --       |
| 7128 | 97645  |          琥珀中心          |    3627   |      20%       |
| 7129 | 149211 |        现代肖邦二期        |   72000   |      35%       |
| 7130 | 61221  |          万达北路          |     --    |       --       |
| 7131 | 163227 |          智汇中心          |     --    |       --       |
| 7132 | 176170 |          思惠家园          |     --    |      10%       |
| 7133 | 194285 |         观音桥小区         |   10000   |      35%       |
| 7134 | 225475 |        美都良景学府        |   60590   |     30.6%      |
| 7135 | 291953 |         西溪路95号         |     --    |       --       |
| 7136 | 208243 |       贺田尚城宽墅90       |     --    |      30%       |
| 7137 | 60726  |         威乙巷59号         |     --    |       --       |
| 7138 | 159020 |          凯文杭庄          |   48153   |      30%       |
| 7139 | 180141 |   联东U谷·杭州北部产业园   |     --    |      25%       |
| 7140 | 101441 |        汇金锦绣学府        |  4865.26  |      30%       |
| 7141 | 200120 |        红楼国际花园        |     --    |       --       |
| 7142 | 108439 |       康城国际康桥郡       |   86920   |      31%       |
| 7143 | 185024 |        三里亭苑一区        |   10000   |      35%       |
| 7151 | 200346 |         成龙官山邸         |   70000   |      31%       |
| 7152 | 45943  |           周衙弄           |     --    |      20%       |
| 7153 | 101105 |         龙兴桥河下         |     --    |       --       |
| 7154 | 37955  |           干河罕           |     --    |       --       |
| 7155 | 164538 |          原禾大厦          |     --    |      20%       |
| 7156 | 101447 |       金马日韩服饰城       |    8730   |      30%       |
| 7157 | 115686 |        江南电子大厦        |     --    |       --       |
| 7158 | 290854 |       衙前镇之华公寓       |     --    |       --       |
| 7159 | 155909 |          赞成赞城          |   51900   |      30%       |
| 7160 | 140863 |        莱茵旺角七号        |     --    |     25.06%     |
| 7161 | 186599 |     伊萨卡国际城绮风园     |     --    |       --       |
| 7162 | 305836 |           海悦府           |     --    |       --       |
| 7163 | 307670 |          宏丰公寓          |     --    |       --       |
| 7164 | 159643 |       莫干山路361号        |     --    |       --       |
| 7165 | 298974 |       体育场路346号        |     --    |       --       |
| 7166 | 295410 |         水稻所大楼         |     --    |       --       |
| 7167 | 304316 |           乾城园           |     --    |       --       |
| 7168 | 204672 |          五常大道          |     --    |       --       |
| 7169 | 312433 |           藕湖浜           |     --    |       --       |
| 7177 | 194970 |        西溪路509号         |     --    |       --       |
| 7178 | 261001 |          回龙雅苑          |     --    |       --       |
| 7179 | 278749 |         新南郡嘉苑         |     --    |       --       |
| 7180 | 280337 |        远洋国际金座        |     --    |       --       |
| 7181 | 140765 |         青蓝科技园         |     --    |       --       |
| 7182 | 101579 |          金基观岛          |     --    |      30%       |
| 7183 | 199463 |          大关公寓          |     --    |      10%       |
| 7184 | 263311 |          丰北三苑          |     --    |       --       |
| 7185 | 67856  |          联合新苑          |   33935   |       --       |
| 7186 | 125724 |          临平山庄          |     --    |      30%       |
| 7187 | 197396 |        西溪路517号         |     --    |       --       |
| 7188 | 115052 |         亿丰彩虹郡         |   77895   |      30%       |
| 7189 | 100671 |        金诺加州洋房        |     --    |      30%       |
| 7190 | 142510 |        绿野微博公馆        |   82000   |     35.20%     |
| 7191 | 149975 |        绿都南江壹号        |     --    |      30%       |
| 7192 | 178732 |          彩宏大厦          |     --    |       --       |
| 7193 | 203964 |     利尔达物联网科技园     |     --    |       --       |
| 7194 | 211084 |         杭州大悦城         |     --    |      20%       |
| 7195 | 107143 |          时瑞大厦          |     --    |       --       |
| 7203 | 61223  |           镇前路           |     --    |       --       |
| 7204 | 51106  |          秀水山居          |     --    |      35%       |
| 7205 | 107143 |          时瑞大厦          |     --    |       --       |
| 7206 | 258093 |          龙威大厦          |     --    |       --       |
| 7207 | 204741 |         仙家里社区         |     --    |      10%       |
| 7208 | 188549 |        东站西子国际        |   22060   |      15%       |
| 7209 | 195164 |          金鑫大厦          |     --    |       --       |
| 7210 | 109614 |        嘉德威文创园        |     --    |       --       |
| 7211 | 169409 |         宋都淘天地         |     --    |      25%       |
| 7212 | 166082 |          绿城栖云          |  83333.33 |      35%       |
| 7213 | 150089 |        莲花商务中心        |     --    |       --       |
| 7214 | 180746 |        贺田尚城璟湾        |   157545  |      30%       |
| 7215 | 94065  |        亿丰时代广场        |   200000  |       --       |
| 7216 | 195011 |         万事利大厦         |     --    |       --       |
| 7217 | 208438 |          志成大厦          |     --    |       --       |
| 7218 | 212736 |        宝盛世纪中心        |     --    |       --       |
| 7219 | 190813 |       竹海水韵竹林间       |     --    |      40%       |
| 7220 | 196210 |        迈达商业中心        |     --    |       --       |
| 7221 | 258729 |        农业发展大厦        |     --    |       --       |
| 7229 | 100425 |         Yhome公寓          |   20188   |      30%       |
| 7230 | 194970 |        西溪路509号         |     --    |       --       |
| 7231 | 160925 |     西溪谷国际商务中心     |     --    |      25%       |
| 7232 | 187149 |       教工路131号院        |     --    |       --       |
| 7233 | 68740  |        绿城玉兰花园        |   75227   |      32%       |
| 7234 | 207458 |          芯图大厦          |     --    |       --       |
| 7235 | 35824  |          田园风情          |     --    |      10%       |
| 7236 | 141771 |          江盛公寓          |     --    |      10%       |
| 7237 | 228322 |       顺发旭辉国悦府       |   55370   |      30%       |
| 7238 | 153191 |          临东家园          |     --    |      10%       |
| 7239 | 62683  |          新昌新村          |     --    |       --       |
| 7240 | 175229 |         萍水街1號          |     --    |      30%       |
| 7241 | 234763 |          西溪诚品          |   24200   |      25%       |
| 7242 | 245899 |          华蔚大厦          |     --    |       --       |
| 7243 | 187439 |         马塍路29号         |     --    |       --       |
| 7244 | 253139 |          万科星空          |     --    |      30%       |
| 7245 | 157531 |          瓯江大厦          |     --    |       --       |
| 7246 | 168235 |          美莱大厦          |     --    |       --       |
| 7247 | 20720  |         元谷创意园         |     --    |       --       |
| 7255 | 61764  |         浦沿潘家里         |     --    |       --       |
| 7256 | 194292 |        新塘家园西区        |     --    |      25%       |
| 7257 | 109290 |        转塘直街15号        |     --    |       --       |
| 7258 | 185543 |         甘王路小区         |     --    |      10%       |
| 7259 | 211290 |        邻里人家东苑        |   83267   |      30%       |
| 7260 | 62547  |       余杭良渚石桥村       |     --    |       --       |
